match_id,date,team_1,team_2,venue,winner,competition,is_world_cup
1287775,2021-12-16,West Indies,Pakistan,"National Stadium, Karachi",Pakistan,West Indies tour of Pakistan,False
1288316,2022-04-05,Pakistan,Australia,"Gaddafi Stadium, Lahore",Australia,Australia tour of Pakistan,False
1289042,2021-11-17,Nigeria,Tanzania,Gahanga International Cricket Stadium. Rwanda,Tanzania,ICC Men's T20 World Cup Africa Region Qualifier,False
1289043,2021-11-17,Kenya,Uganda,Integrated Polytechnic Regional Centre,Kenya,ICC Men's T20 World Cup Africa Region Qualifier,False
1289044,2021-11-17,Uganda,Nigeria,Gahanga International Cricket Stadium. Rwanda,Uganda,ICC Men's T20 World Cup Africa Region Qualifier,False
1289045,2021-11-17,Tanzania,Kenya,Integrated Polytechnic Regional Centre,Tanzania,ICC Men's T20 World Cup Africa Region Qualifier,False
1289046,2021-11-18,Tanzania,Uganda,Gahanga International Cricket Stadium. Rwanda,Uganda,ICC Men's T20 World Cup Africa Region Qualifier,False
1289047,2021-11-18,Nigeria,Kenya,Integrated Polytechnic Regional Centre,Kenya,ICC Men's T20 World Cup Africa Region Qualifier,False
1289048,2021-11-18,Tanzania,Kenya,Gahanga International Cricket Stadium. Rwanda,Kenya,ICC Men's T20 World Cup Africa Region Qualifier,False
1289049,2021-11-18,Nigeria,Uganda,Integrated Polytechnic Regional Centre,Uganda,ICC Men's T20 World Cup Africa Region Qualifier,False
1289050,2021-11-20,Tanzania,Uganda,Gahanga International Cricket Stadium. Rwanda,Uganda,ICC Men's T20 World Cup Africa Region Qualifier,False
1289051,2021-11-20,Kenya,Nigeria,Integrated Polytechnic Regional Centre,Kenya,ICC Men's T20 World Cup Africa Region Qualifier,False
1289052,2021-11-20,Kenya,Uganda,Gahanga International Cricket Stadium. Rwanda,Uganda,ICC Men's T20 World Cup Africa Region Qualifier,False
1289053,2021-11-20,Tanzania,Nigeria,Integrated Polytechnic Regional Centre,Tanzania,ICC Men's T20 World Cup Africa Region Qualifier,False
1291187,2021-12-22,United States of America,Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",United States of America,Ireland tour of United States of America and West Indies,False
1291188,2021-12-23,Ireland,United States of America,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Ireland,Ireland tour of United States of America and West Indies,False
1298135,2022-10-16,Namibia,Sri Lanka,"GMHBA Stadium, South Geelong, Victoria",Namibia,ICC Men's T20 World Cup,False
1298136,2022-10-16,United Arab Emirates,Netherlands,"GMHBA Stadium, South Geelong, Victoria",Netherlands,ICC Men's T20 World Cup,False
1298137,2022-10-17,Scotland,West Indies,"Bellerive Oval, Hobart",Scotland,ICC Men's T20 World Cup,False
1298138,2022-10-17,Zimbabwe,Ireland,"Bellerive Oval, Hobart",Zimbabwe,ICC Men's T20 World Cup,False
1298139,2022-10-18,Namibia,Netherlands,"GMHBA Stadium, South Geelong, Victoria",Netherlands,ICC Men's T20 World Cup,False
1298140,2022-10-18,Sri Lanka,United Arab Emirates,"GMHBA Stadium, South Geelong, Victoria",Sri Lanka,ICC Men's T20 World Cup,False
1298141,2022-10-19,Scotland,Ireland,"Bellerive Oval, Hobart",Ireland,ICC Men's T20 World Cup,False
1298142,2022-10-19,West Indies,Zimbabwe,"Bellerive Oval, Hobart",West Indies,ICC Men's T20 World Cup,False
1298143,2022-10-20,Sri Lanka,Netherlands,"GMHBA Stadium, South Geelong, Victoria",Sri Lanka,ICC Men's T20 World Cup,False
1298144,2022-10-20,United Arab Emirates,Namibia,"GMHBA Stadium, South Geelong, Victoria",United Arab Emirates,ICC Men's T20 World Cup,False
1298145,2022-10-21,West Indies,Ireland,"Bellerive Oval, Hobart",Ireland,ICC Men's T20 World Cup,False
1298146,2022-10-21,Scotland,Zimbabwe,"Bellerive Oval, Hobart",Zimbabwe,ICC Men's T20 World Cup,False
1298147,2022-10-22,New Zealand,Australia,Sydney Cricket Ground,New Zealand,ICC Men's T20 World Cup,False
1298149,2022-10-23,Ireland,Sri Lanka,"Bellerive Oval, Hobart",Sri Lanka,ICC Men's T20 World Cup,False
1298150,2022-10-23,Pakistan,India,Melbourne Cricket Ground,India,ICC Men's T20 World Cup,False
1298151,2022-10-24,Bangladesh,Netherlands,"Bellerive Oval, Hobart",Bangladesh,ICC Men's T20 World Cup,False
1298153,2022-10-25,Sri Lanka,Australia,Perth Stadium,Australia,ICC Men's T20 World Cup,False
1298154,2022-10-26,Ireland,England,Melbourne Cricket Ground,Ireland,ICC Men's T20 World Cup,False
1298156,2022-10-27,South Africa,Bangladesh,Sydney Cricket Ground,South Africa,ICC Men's T20 World Cup,False
1298157,2022-10-27,India,Netherlands,Sydney Cricket Ground,India,ICC Men's T20 World Cup,False
1298158,2022-10-27,Zimbabwe,Pakistan,Perth Stadium,Zimbabwe,ICC Men's T20 World Cup,False
1298161,2022-10-29,New Zealand,Sri Lanka,Sydney Cricket Ground,New Zealand,ICC Men's T20 World Cup,False
1298162,2022-10-30,Bangladesh,Zimbabwe,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Bangladesh,ICC Men's T20 World Cup,False
1298163,2022-10-30,Netherlands,Pakistan,Perth Stadium,Pakistan,ICC Men's T20 World Cup,False
1298164,2022-10-30,India,South Africa,Perth Stadium,South Africa,ICC Men's T20 World Cup,False
1298165,2022-10-31,Australia,Ireland,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,ICC Men's T20 World Cup,False
1298167,2022-11-01,England,New Zealand,"Brisbane Cricket Ground, Woolloongabba, Brisbane",England,ICC Men's T20 World Cup,False
1298168,2022-11-02,Zimbabwe,Netherlands,Adelaide Oval,Netherlands,ICC Men's T20 World Cup,False
1298169,2022-11-02,India,Bangladesh,Adelaide Oval,India,ICC Men's T20 World Cup,False
1298170,2022-11-03,Pakistan,South Africa,Sydney Cricket Ground,Pakistan,ICC Men's T20 World Cup,False
1298171,2022-11-04,New Zealand,Ireland,Adelaide Oval,New Zealand,ICC Men's T20 World Cup,False
1298173,2022-11-05,Sri Lanka,England,Sydney Cricket Ground,England,ICC Men's T20 World Cup,False
1298174,2022-11-06,Netherlands,South Africa,Adelaide Oval,Netherlands,ICC Men's T20 World Cup,False
1298175,2022-11-06,Bangladesh,Pakistan,Adelaide Oval,Pakistan,ICC Men's T20 World Cup,False
1298176,2022-11-06,India,Zimbabwe,Melbourne Cricket Ground,India,ICC Men's T20 World Cup,False
1298177,2022-11-09,New Zealand,Pakistan,Sydney Cricket Ground,Pakistan,ICC Men's T20 World Cup,False
1298178,2022-11-10,India,England,Adelaide Oval,England,ICC Men's T20 World Cup,False
1298179,2022-11-13,Pakistan,England,Melbourne Cricket Ground,England,ICC Men's T20 World Cup,False
1299566,2022-02-18,Nepal,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,ICC Men’s T20 World Cup Qualifier A,False
1299567,2022-02-18,Canada,Philippines,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Canada,ICC Men’s T20 World Cup Qualifier A,False
1299568,2022-02-18,United Arab Emirates,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,ICC Men’s T20 World Cup Qualifier A,False
1299569,2022-02-18,Germany,Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Bahrain,ICC Men’s T20 World Cup Qualifier A,False
1299570,2022-02-19,Canada,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,ICC Men's T20 World Cup Qualifier A,False
1299571,2022-02-19,Nepal,Philippines,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Nepal,ICC Men's T20 World Cup Qualifier A,False
1299572,2022-02-19,United Arab Emirates,Germany,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,ICC Men's T20 World Cup Qualifier A,False
1299573,2022-02-19,Ireland,Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Ireland,ICC Men's T20 World Cup Qualifier A,False
1299574,2022-02-21,Germany,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Ireland,ICC Men's T20 World Cup Qualifier A,False
1299575,2022-02-21,Bahrain,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Bahrain,ICC Men's T20 World Cup Qualifier A,False
1299576,2022-02-21,Canada,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,ICC Men's T20 World Cup Qualifier A,False
1299577,2022-02-21,Philippines,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Oman,ICC Men's T20 World Cup Qualifier A,False
1299578,2022-02-22,Germany,Canada,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Canada,ICC Men's T20 World Cup Qualifier A,False
1299579,2022-02-22,Bahrain,Philippines,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Bahrain,ICC Men's T20 World Cup Qualifier A,False
1299580,2022-02-22,United Arab Emirates,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,ICC Men's T20 World Cup Qualifier A,False
1299581,2022-02-22,Ireland,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Ireland,ICC Men's T20 World Cup Qualifier A,False
1299582,2022-02-24,Bahrain,Canada,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Canada,ICC Men's T20 World Cup Qualifier A,False
1299583,2022-02-24,Philippines,Germany,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Germany,ICC Men's T20 World Cup Qualifier A,False
1299584,2022-02-24,Oman,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Nepal,ICC Men's T20 World Cup Qualifier A,False
1299585,2022-02-24,Ireland,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,ICC Men's T20 World Cup Qualifier A,False
1299592,2022-02-13,United Arab Emirates,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,Oman Quadrangular T20I Series,False
1299593,2022-02-11,Oman,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,Oman Quadrangular T20I Series,False
1299594,2022-02-12,Oman,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Ireland,Oman Quadrangular T20I Series,False
1299595,2022-02-14,United Arab Emirates,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Oman Quadrangular T20I Series,False
1299596,2022-02-14,Ireland,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Ireland,Oman Quadrangular T20I Series,False
1299638,2022-02-12,United Arab Emirates,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,Oman Quadrangular T20I Series,False
1303307,2022-06-26,Ireland,India,"The Village, Malahide, Dublin",India,India tour of Ireland,False
1303308,2022-06-28,India,Ireland,"The Village, Malahide, Dublin",India,India tour of Ireland,False
1303312,2022-07-18,New Zealand,Ireland,"Civil Service Cricket Club, Stormont, Belfast",New Zealand,New Zealand tour of Ireland,False
1303313,2022-07-20,New Zealand,Ireland,"Civil Service Cricket Club, Stormont, Belfast",New Zealand,New Zealand tour of Ireland,False
1303314,2022-07-22,Ireland,New Zealand,"Civil Service Cricket Club, Stormont, Belfast",New Zealand,New Zealand tour of Ireland,False
1303315,2022-08-03,South Africa,Ireland,"County Ground, Bristol",South Africa,South Africa tour of England,False
1303316,2022-08-05,South Africa,Ireland,"County Ground, Bristol",South Africa,South Africa tour of England,False
1305498,2022-03-28,Nepal,Papua New Guinea,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,Nepal Tri-Nation T20I Series,False
1305499,2022-03-29,Malaysia,Papua New Guinea,"Tribhuvan University International Cricket Ground, Kirtipur",Malaysia,Nepal Tri-Nation T20I Series,False
1305500,2022-03-30,Malaysia,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,Nepal Tri-Nation T20I Series,False
1305501,2022-03-31,Nepal,Papua New Guinea,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,Nepal Tri-Nation T20I Series,False
1305502,2022-04-01,Malaysia,Papua New Guinea,"Tribhuvan University International Cricket Ground, Kirtipur",Papua New Guinea,Nepal Tri-Nation T20I Series,False
1305503,2022-04-02,Nepal,Malaysia,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,Nepal Tri-Nation T20I Series,False
1305504,2022-04-04,Nepal,Papua New Guinea,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,Nepal Tri-Nation T20I Series,False
1307293,2022-06-07,Sri Lanka,Australia,"R Premadasa Stadium, Colombo",Australia,Australia tour of Sri Lanka,False
1307294,2022-06-08,Sri Lanka,Australia,"R Premadasa Stadium, Colombo",Australia,Australia tour of Sri Lanka,False
1307295,2022-06-11,Australia,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,Australia tour of Sri Lanka,False
1307477,2022-07-27,New Zealand,Scotland,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",New Zealand,New Zealand tour of Scotland,False
1307478,2022-07-29,New Zealand,Scotland,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",New Zealand,New Zealand tour of Scotland,False
1309701,2022-04-08,Uganda,Namibia,"United Cricket Club Ground, Windhoek",Namibia,Uganda tour of Namibia,False
1309702,2022-04-09,Namibia,Uganda,"United Cricket Club Ground, Windhoek",Uganda,Uganda tour of Namibia,False
1309703,2022-04-10,Namibia,Uganda,"United Cricket Club Ground, Windhoek",Namibia,Uganda tour of Namibia,False
1310161,2022-04-29,Norway,Guernsey,"Desert Springs Cricket Ground, Almeria",Norway,Spain Triangular T20I Series,False
1310162,2022-04-30,Spain,Norway,"Desert Springs Cricket Ground, Almeria",Spain,Spain Triangular T20I Series,False
1310163,2022-04-30,Norway,Guernsey,"Desert Springs Cricket Ground, Almeria",Guernsey,Spain Triangular T20I Series,False
1310164,2022-04-30,Guernsey,Spain,"Desert Springs Cricket Ground, Almeria",Spain,Spain Triangular T20I Series,False
1310165,2022-05-01,Spain,Guernsey,"Desert Springs Cricket Ground, Almeria",Guernsey,Spain Triangular T20I Series,False
1310166,2022-05-01,Spain,Norway,"Desert Springs Cricket Ground, Almeria",Spain,Spain Triangular T20I Series,False
1310167,2022-05-07,Denmark,Finland,"Svanholm Park, Brondby",Finland,Finland tour of Denmark,False
1310168,2022-05-07,Denmark,Finland,"Svanholm Park, Brondby",Denmark,Finland tour of Denmark,False
1310169,2022-05-08,Denmark,Finland,"Svanholm Park, Brondby",Denmark,Finland tour of Denmark,False
1310170,2022-05-10,Gibraltar,Malta,Marsa Sports Club,Malta,Valletta Cup,False
1310171,2022-05-10,Malta,Hungary,Marsa Sports Club,Malta,Valletta Cup,False
1310172,2022-05-10,Gibraltar,Hungary,Marsa Sports Club,Hungary,Valletta Cup,False
1310173,2022-05-11,Romania,Malta,Marsa Sports Club,Malta,Valletta Cup,False
1310174,2022-05-11,Czech Republic,Gibraltar,Marsa Sports Club,Czech Republic,Valletta Cup,False
1310175,2022-05-11,Hungary,Bulgaria,Marsa Sports Club,Hungary,Valletta Cup,False
1310176,2022-05-12,Malta,Czech Republic,Marsa Sports Club,Malta,Valletta Cup,False
1310177,2022-05-12,Czech Republic,Bulgaria,Marsa Sports Club,Czech Republic,Valletta Cup,False
1310178,2022-05-12,Romania,Hungary,Marsa Sports Club,Hungary,Valletta Cup,False
1310179,2022-05-13,Gibraltar,Bulgaria,Marsa Sports Club,Gibraltar,Valletta Cup,False
1310180,2022-05-13,Romania,Czech Republic,Marsa Sports Club,Romania,Valletta Cup,False
1310181,2022-05-13,Bulgaria,Romania,Marsa Sports Club,Romania,Valletta Cup,False
1310182,2022-05-14,Hungary,Czech Republic,Marsa Sports Club,Czech Republic,Valletta Cup,False
1310183,2022-05-14,Gibraltar,Romania,Marsa Sports Club,Romania,Valletta Cup,False
1310184,2022-05-14,Bulgaria,Malta,Marsa Sports Club,Malta,Valletta Cup,False
1310185,2022-05-15,Gibraltar,Bulgaria,Marsa Sports Club,Bulgaria,Valletta Cup,False
1310186,2022-05-15,Czech Republic,Hungary,Marsa Sports Club,Czech Republic,Valletta Cup,False
1310187,2022-05-15,Romania,Malta,Marsa Sports Club,Romania,Valletta Cup,False
1310188,2022-05-20,Jersey,Guernsey,"College Field, St Peter Port",Jersey,Inter-Insular T20 Series,False
1310901,2022-08-04,New Zealand,Netherlands,"Sportpark Westvliet, The Hague",New Zealand,New Zealand tour of Netherlands,False
1310902,2022-08-05,Netherlands,New Zealand,"Sportpark Westvliet, The Hague",New Zealand,New Zealand tour of Netherlands,False
1310938,2022-05-17,Zimbabwe,Namibia,"Queens Sports Club, Bulawayo",Zimbabwe,Namibia tour of Zimbabwe,False
1310939,2022-05-19,Zimbabwe,Namibia,"Queens Sports Club, Bulawayo",Namibia,Namibia tour of Zimbabwe,False
1310940,2022-05-21,Namibia,Zimbabwe,"Queens Sports Club, Bulawayo",Zimbabwe,Namibia tour of Zimbabwe,False
1310941,2022-05-22,Zimbabwe,Namibia,"Queens Sports Club, Bulawayo",Namibia,Namibia tour of Zimbabwe,False
1310942,2022-05-24,Namibia,Zimbabwe,"Queens Sports Club, Bulawayo",Namibia,Namibia tour of Zimbabwe,False
1317136,2022-06-24,Serbia,Bulgaria,"National Sports Academy, Sofia",Bulgaria,Sofia Twenty20,False
1317137,2022-06-25,Serbia,Bulgaria,"National Sports Academy, Sofia",Bulgaria,Sofia Twenty20,False
1317138,2022-06-25,Serbia,Bulgaria,"National Sports Academy, Sofia",Bulgaria,Sofia Twenty20,False
1317139,2022-06-26,Serbia,Bulgaria,"National Sports Academy, Sofia",Bulgaria,Sofia Twenty20,False
1317150,2022-07-03,West Indies,Bangladesh,"Windsor Park, Roseau, Dominica",West Indies,Bangladesh tour of West Indies,False
1317151,2022-07-07,Bangladesh,West Indies,"Providence Stadium, Guyana",West Indies,Bangladesh tour of West Indies,False
1317482,2022-10-05,West Indies,Australia,Carrara Oval,Australia,West Indies tour of Australia,False
1317483,2022-10-07,Australia,West Indies,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,West Indies tour of Australia,False
1317486,2022-10-09,England,Australia,Perth Stadium,England,England tour of Australia,False
1317487,2022-10-12,England,Australia,"Manuka Oval, Canberra",England,England tour of Australia,False
1317903,2022-07-29,India,West Indies,"Brian Lara Stadium, Tarouba, Trinidad",India,India tour of West Indies,False
1317904,2022-08-01,India,West Indies,"Warner Park, Basseterre, St Kitts",West Indies,India tour of West Indies,False
1317905,2022-08-02,West Indies,India,"Warner Park, Basseterre, St Kitts",India,India tour of West Indies,False
1317906,2022-08-06,India,West Indies,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",India,West Indies v India T20I Series,False
1317907,2022-08-07,India,West Indies,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",India,West Indies v India T20I Series,False
1317908,2022-08-10,New Zealand,West Indies,"Sabina Park, Kingston, Jamaica",New Zealand,New Zealand tour of West Indies,False
1317909,2022-08-12,New Zealand,West Indies,"Sabina Park, Kingston, Jamaica",New Zealand,New Zealand tour of West Indies,False
1317910,2022-08-14,New Zealand,West Indies,"Sabina Park, Kingston, Jamaica",West Indies,New Zealand tour of West Indies,False
1318357,2022-06-09,Germany,Austria,Bayer Uerdingen Cricket Ground,Germany,Germany T20 Tri-Series,False
1318358,2022-06-09,Sweden,Germany,Bayer Uerdingen Cricket Ground,Germany,Germany T20 Tri-Series,False
1318359,2022-06-10,Austria,Germany,Bayer Uerdingen Cricket Ground,Austria,Germany T20 Tri-Series,False
1318360,2022-06-10,Austria,Sweden,Bayer Uerdingen Cricket Ground,Austria,Germany T20 Tri-Series,False
1318361,2022-06-11,Austria,Sweden,Bayer Uerdingen Cricket Ground,Austria,Germany T20 Tri-Series,False
1318362,2022-06-11,Germany,Sweden,Bayer Uerdingen Cricket Ground,Germany,Germany T20 Tri-Series,False
1320969,2022-06-28,Gibraltar,Belgium,"Meersen, Gent",Belgium,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,False
1320973,2022-06-29,Portugal,Malta,"Meersen, Gent",Portugal,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,False
1320974,2022-06-29,Denmark,Gibraltar,"Royal Brussels Cricket Club Ground, Waterloo",Denmark,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,False
1320975,2022-06-29,Israel,Spain,"Meersen, Gent",Spain,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,False
1320976,2022-06-29,Hungary,Belgium,"Royal Brussels Cricket Club Ground, Waterloo",Belgium,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,False
1320977,2022-07-01,Portugal,Spain,"Meersen, Gent",Spain,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,False
1320978,2022-07-01,Hungary,Gibraltar,"Royal Brussels Cricket Club Ground, Waterloo",Gibraltar,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,False
1320979,2022-07-01,Malta,Israel,"Meersen, Gent",Malta,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,False
1320980,2022-07-01,Belgium,Denmark,"Royal Brussels Cricket Club Ground, Waterloo",Belgium,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,False
1320982,2022-07-02,Belgium,Portugal,"Royal Brussels Cricket Club Ground, Waterloo",Portugal,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,False
1320984,2022-07-02,Denmark,Spain,"Royal Brussels Cricket Club Ground, Waterloo",Denmark,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,False
1320985,2022-07-03,Israel,Hungary,"Royal Brussels Cricket Club Ground, Waterloo",Israel,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,False
1320986,2022-07-04,Spain,Belgium,"Royal Brussels Cricket Club Ground, Waterloo",Belgium,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,False
1320987,2022-07-03,Gibraltar,Malta,"Royal Brussels Cricket Club Ground, Waterloo",Malta,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,False
1320988,2022-07-04,Portugal,Denmark,"Royal Brussels Cricket Club Ground, Waterloo",Denmark,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,False
1321258,2022-07-12,Cyprus,Isle of Man,Kerava National Cricket Ground,Isle of Man,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321259,2022-07-12,Finland,Sweden,Tikkurila Cricket Ground,Finland,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321260,2022-07-12,Romania,Turkey,Kerava National Cricket Ground,Romania,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321261,2022-07-13,Cyprus,Romania,Tikkurila Cricket Ground,Cyprus,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321262,2022-07-13,Croatia,Sweden,Kerava National Cricket Ground,Sweden,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321263,2022-07-13,Isle of Man,Serbia,Tikkurila Cricket Ground,Isle of Man,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321264,2022-07-13,Finland,Italy,Kerava National Cricket Ground,Italy,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321265,2022-07-15,Italy,Sweden,Tikkurila Cricket Ground,Italy,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321266,2022-07-15,Turkey,Serbia,Kerava National Cricket Ground,Serbia,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321267,2022-07-15,Croatia,Greece,Tikkurila Cricket Ground,Croatia,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321268,2022-07-15,Romania,Isle of Man,Kerava National Cricket Ground,Isle of Man,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321269,2022-07-16,Romania,Serbia,Tikkurila Cricket Ground,Romania,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321270,2022-07-16,Finland,Greece,Kerava National Cricket Ground,Finland,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321271,2022-07-16,Cyprus,Turkey,Tikkurila Cricket Ground,Cyprus,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321272,2022-07-16,Italy,Croatia,Kerava National Cricket Ground,Italy,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321273,2022-07-18,Sweden,Greece,Tikkurila Cricket Ground,Sweden,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321274,2022-07-18,Cyprus,Serbia,Kerava National Cricket Ground,Serbia,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321275,2022-07-18,Croatia,Finland,Tikkurila Cricket Ground,Finland,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321276,2022-07-18,Isle of Man,Turkey,Kerava National Cricket Ground,Isle of Man,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321277,2022-07-19,Serbia,Croatia,Tikkurila Cricket Ground,Croatia,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321278,2022-07-19,Finland,Cyprus,Kerava National Cricket Ground,Finland,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321279,2022-07-19,Romania,Sweden,Tikkurila Cricket Ground,Sweden,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321280,2022-07-19,Isle of Man,Italy,Kerava National Cricket Ground,Italy,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321281,2022-07-24,Austria,Luxembourg,Tikkurila Cricket Ground,Austria,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321282,2022-07-24,Estonia,Norway,Kerava National Cricket Ground,Norway,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321283,2022-07-24,Guernsey,Bulgaria,Tikkurila Cricket Ground,Guernsey,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321284,2022-07-24,France,Czech Republic,Kerava National Cricket Ground,France,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321286,2022-07-25,Austria,Slovenia,Kerava National Cricket Ground,Austria,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321287,2022-07-25,France,Switzerland,Tikkurila Cricket Ground,Switzerland,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321288,2022-07-25,Guernsey,Luxembourg,Kerava National Cricket Ground,Guernsey,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321289,2022-07-27,Guernsey,Austria,Tikkurila Cricket Ground,Austria,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321290,2022-07-27,Switzerland,Estonia,Kerava National Cricket Ground,Switzerland,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321291,2022-07-27,Slovenia,Bulgaria,Tikkurila Cricket Ground,Bulgaria,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321292,2022-07-27,France,Norway,Kerava National Cricket Ground,France,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321293,2022-07-28,Norway,Switzerland,Tikkurila Cricket Ground,Norway,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321294,2022-07-28,Luxembourg,Bulgaria,Kerava National Cricket Ground,Luxembourg,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321295,2022-07-28,Czech Republic,Estonia,Tikkurila Cricket Ground,Czech Republic,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321296,2022-07-28,Slovenia,Guernsey,Kerava National Cricket Ground,Guernsey,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
1321298,2022-07-30,Switzerland,Czech Republic,Kerava National Cricket Ground,Czech Republic,ICC Men's T20 World Cup Sub Regional Europe Qualifier,False
