match_id,date,team_1,team_2,venue,winner,competition,is_world_cup
1001349,2017-02-17,Australia,Sri Lanka,Melbourne Cricket Ground,Sri Lanka,Sri Lanka in Australia T20I Series,False
1001351,2017-02-19,Australia,Sri Lanka,"Simonds Stadium, South Geelong",Sri Lanka,Sri Lanka in Australia T20I Series,False
1001353,2017-02-22,Australia,Sri Lanka,Adelaide Oval,Australia,Sri Lanka in Australia T20I Series,False
1004729,2016-09-05,Ireland,Hong Kong,"Bready Cricket Club, Magheramason",Hong Kong,Hong Kong in Ireland T20I Series,False
1007655,2016-06-18,Zimbabwe,India,Harare Sports Club,Zimbabwe,India in Zimbabwe T20I Series,False
1007657,2016-06-20,Zimbabwe,India,Harare Sports Club,India,India in Zimbabwe T20I Series,False
1007659,2016-06-22,Zimbabwe,India,Harare Sports Club,India,India in Zimbabwe T20I Series,False
1019979,2017-01-03,New Zealand,Bangladesh,McLean Park,New Zealand,Bangladesh in New Zealand T20I Series,False
1019981,2017-01-06,New Zealand,Bangladesh,Bay Oval,New Zealand,Bangladesh in New Zealand T20I Series,False
1019983,2017-01-08,New Zealand,Bangladesh,Bay Oval,New Zealand,Bangladesh in New Zealand T20I Series,False
1020029,2017-02-17,New Zealand,South Africa,Eden Park,South Africa,,False
1031431,2017-06-21,England,South Africa,The Rose Bowl,England,South Africa in England T20I Series,False
1031433,2017-06-23,England,South Africa,County Ground,South Africa,South Africa in England T20I Series,False
1031435,2017-06-25,England,South Africa,Sophia Gardens,England,South Africa in England T20I Series,False
1031665,2017-09-16,West Indies,England,Riverside Ground,West Indies,West Indies tour of England,False
1034825,2017-01-26,India,England,Green Park,England,England in India T20I Series,False
1034827,2017-01-29,India,England,"Vidarbha Cricket Association Stadium, Jamtha",India,England in India T20I Series,False
1034829,2017-02-01,India,England,M Chinnaswamy Stadium,India,England in India T20I Series,False
1041615,2016-08-27,India,West Indies,Central Broward Regional Park Stadium Turf Ground,West Indies,West Indies v India T20I Series,False
1050217,2016-09-23,Pakistan,West Indies,Dubai International Cricket Stadium,Pakistan,Pakistan v West Indies T20I Series,False
1050219,2016-09-24,Pakistan,West Indies,Dubai International Cricket Stadium,Pakistan,Pakistan v West Indies T20I Series,False
1050221,2016-09-27,Pakistan,West Indies,Sheikh Zayed Stadium,Pakistan,Pakistan v West Indies T20I Series,False
1072316,2018-02-03,New Zealand,Australia,Sydney Cricket Ground,Australia,Trans-Tasman Twenty20 Trophy,False
1072317,2018-02-07,England,Australia,Bellerive Oval,Australia,Trans-Tasman Twenty20 Trophy,False
1072318,2018-02-10,England,Australia,Melbourne Cricket Ground,Australia,Trans-Tasman Twenty20 Trophy,False
1072319,2018-02-13,New Zealand,England,Westpac Stadium,New Zealand,Trans-Tasman Twenty20 Trophy,False
1072320,2018-02-16,New Zealand,Australia,Eden Park,Australia,Trans-Tasman Twenty20 Trophy,False
1072321,2018-02-18,England,New Zealand,Seddon Park,England,Trans-Tasman Twenty20 Trophy,False
1072322,2018-02-21,New Zealand,Australia,Eden Park,Australia,Trans-Tasman Twenty20 Trophy,False
1074957,2017-01-14,Hong Kong,Scotland,Sheikh Zayed Stadium,Scotland,Desert T20 Challenge,False
1074959,2017-01-15,Netherlands,Oman,Sheikh Zayed Stadium,Netherlands,Desert T20 Challenge,False
1074961,2017-01-16,Hong Kong,Oman,Sheikh Zayed Stadium,Oman,Desert T20 Challenge,False
1074964,2017-01-17,Netherlands,Scotland,Sheikh Zayed Stadium,Scotland,Desert T20 Challenge,False
1074965,2017-01-18,United Arab Emirates,Ireland,Dubai International Cricket Stadium,Ireland,Desert T20 Challenge,False
1074966,2017-01-18,Hong Kong,Netherlands,Dubai International Cricket Stadium,Hong Kong,Desert T20 Challenge,False
1074968,2017-01-19,Oman,Scotland,Dubai International Cricket Stadium,Scotland,Desert T20 Challenge,False
1074970,2017-01-20,Ireland,Scotland,Dubai International Cricket Stadium,Ireland,Desert T20 Challenge,False
1075507,2017-10-26,South Africa,Bangladesh,Mangaung Oval,South Africa,Bangladesh tour of South Africa,False
1075508,2017-10-29,South Africa,Bangladesh,Senwes Park,South Africa,Bangladesh tour of South Africa,False
1077947,2017-03-26,West Indies,Pakistan,"Kensington Oval, Bridgetown",Pakistan,Pakistan in West Indies T20I Series,False
1077948,2017-03-30,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",Pakistan,Pakistan in West Indies T20I Series,False
1083449,2017-04-04,Sri Lanka,Bangladesh,R Premadasa Stadium,Sri Lanka,Bangladesh in Sri Lanka T20I Series,False
1083450,2017-04-06,Sri Lanka,Bangladesh,R Premadasa Stadium,Bangladesh,Bangladesh in Sri Lanka T20I Series,False
1085495,2017-04-01,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",West Indies,Pakistan in West Indies T20I Series,False
1085496,2017-04-02,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",Pakistan,Pakistan in West Indies T20I Series,False
1089202,2017-04-12,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,United Arab Emirates,Papua New Guinea in United Arab Emirates T20I Series,False
1089203,2017-04-14,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,United Arab Emirates,Papua New Guinea in United Arab Emirates T20I Series,False
1089243,2017-04-14,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,United Arab Emirates,Papua New Guinea in United Arab Emirates T20I Series,False
1098211,2017-07-09,West Indies,India,"Sabina Park, Kingston",West Indies,,False
1109610,2017-09-06,Sri Lanka,India,"R.Premadasa Stadium, Khettarama",India,India tour of Sri Lanka,False
1115798,2017-12-29,New Zealand,West Indies,Saxton Oval,New Zealand,West Indies tour of New Zealand,False
1115800,2018-01-03,New Zealand,West Indies,Bay Oval,New Zealand,West Indies tour of New Zealand,False
1115807,2018-01-22,Pakistan,New Zealand,Westpac Stadium,New Zealand,Pakistan tour of New Zealand,False
1115808,2018-01-25,Pakistan,New Zealand,Eden Park,Pakistan,Pakistan tour of New Zealand,False
1115809,2018-01-28,Pakistan,New Zealand,Bay Oval,Pakistan,Pakistan tour of New Zealand,False
1117821,2017-09-12,Pakistan,ICC World XI,Gaddafi Stadium,Pakistan,Independence Cup,False
1117822,2017-09-13,Pakistan,ICC World XI,Gaddafi Stadium,ICC World XI,Independence Cup,False
1117824,2017-09-15,Pakistan,ICC World XI,Gaddafi Stadium,Pakistan,Independence Cup,False
1119501,2017-10-07,Australia,India,JSCA International Stadium Complex,India,Australia tour of India,False
1119502,2017-10-10,India,Australia,Barsapara Cricket Stadium,Australia,Australia tour of India,False
1119542,2018-06-27,England,Australia,Edgbaston,England,Australia tour of England,False
1119543,2018-07-03,England,India,Old Trafford,India,India tour of Ireland and England,False
1119544,2018-07-06,India,England,Sophia Gardens,England,India tour of Ireland and England,False
1119545,2018-07-08,England,India,County Ground,India,India tour of Ireland and England,False
1120093,2017-11-01,India,New Zealand,Arun Jaitley Stadium,India,New Zealand tour of India,False
1120094,2017-11-04,New Zealand,India,Saurashtra Cricket Association Stadium,New Zealand,New Zealand tour of India,False
1120095,2017-11-07,India,New Zealand,Greenfield International Stadium,India,New Zealand tour of India,False
1120291,2017-10-26,Sri Lanka,Pakistan,Sheikh Zayed Stadium,Pakistan,Sri Lanka tour of United Arab Emirates and Pakistan,False
1120292,2017-10-27,Sri Lanka,Pakistan,Sheikh Zayed Stadium,Pakistan,Sri Lanka tour of United Arab Emirates and Pakistan,False
1120293,2017-10-29,Pakistan,Sri Lanka,Gaddafi Stadium,Pakistan,Sri Lanka tour of United Arab Emirates and Pakistan,False
1122285,2018-02-18,India,South Africa,The Wanderers Stadium,India,India tour of South Africa,False
1122286,2018-02-21,India,South Africa,SuperSport Park,South Africa,India tour of South Africa,False
1122287,2018-02-24,India,South Africa,Newlands,India,India tour of South Africa,False
1122729,2017-12-20,India,Sri Lanka,Barabati Stadium,India,Sri Lanka tour of India,False
1122730,2017-12-22,India,Sri Lanka,Holkar Cricket Stadium,India,Sri Lanka tour of India,False
1122731,2017-12-24,Sri Lanka,India,Wankhede Stadium,India,Sri Lanka tour of India,False
1127300,2018-06-12,Pakistan,Scotland,"Grange Cricket Club, Raeburn Place",Pakistan,"Pakistan tour of Ireland, England and Scotland",False
1127301,2018-06-13,Pakistan,Scotland,"Grange Cricket Club, Raeburn Place",Pakistan,"Pakistan tour of Ireland, England and Scotland",False
1130746,2018-02-15,Bangladesh,Sri Lanka,"Shere Bangla National Stadium, Mirpur",Sri Lanka,Sri Lanka tour of Bangladesh,False
1130747,2018-02-18,Sri Lanka,Bangladesh,Sylhet International Cricket Stadium,Sri Lanka,Sri Lanka tour of Bangladesh,False
1133817,2018-03-06,India,Sri Lanka,"R.Premadasa Stadium, Khettarama",Sri Lanka,Nidahas Trophy,False
1133818,2018-03-08,Bangladesh,India,"R.Premadasa Stadium, Khettarama",India,Nidahas Trophy,False
1133819,2018-03-10,Sri Lanka,Bangladesh,"R.Premadasa Stadium, Khettarama",Bangladesh,Nidahas Trophy,False
1133820,2018-03-12,Sri Lanka,India,"R.Premadasa Stadium, Khettarama",India,Nidahas Trophy,False
1133821,2018-03-14,India,Bangladesh,"R.Premadasa Stadium, Khettarama",India,Nidahas Trophy,False
1133822,2018-03-16,Sri Lanka,Bangladesh,"R.Premadasa Stadium, Khettarama",Bangladesh,Nidahas Trophy,False
1133823,2018-03-18,Bangladesh,India,"R.Premadasa Stadium, Khettarama",India,Nidahas Trophy,False
1140069,2018-04-01,Pakistan,West Indies,National Stadium,Pakistan,West Indies tour of Pakistan,False
1140070,2018-04-02,Pakistan,West Indies,National Stadium,Pakistan,West Indies tour of Pakistan,False
1140071,2018-04-03,West Indies,Pakistan,National Stadium,Pakistan,West Indies tour of Pakistan,False
1140384,2018-10-27,England,Sri Lanka,"R.Premadasa Stadium, Khettarama",England,England tour of Sri Lanka,False
1140992,2018-06-27,India,Ireland,"The Village, Malahide",India,India tour of Ireland and England,False
1140993,2018-06-29,India,Ireland,"The Village, Malahide",India,India tour of Ireland and England,False
1141232,2018-05-31,West Indies,ICC World XI,Lord's,West Indies,ICC World XI tour of England,False
1142501,2018-06-12,Netherlands,Ireland,Hazelaarweg,Netherlands,Netherlands Tri-Nation T20I Series,False
1142502,2018-06-13,Ireland,Netherlands,Hazelaarweg,Netherlands,Netherlands Tri-Nation T20I Series,False
1142503,2018-06-16,Ireland,Scotland,Sportpark Het Schootsveld,Ireland,Netherlands Tri-Nation T20I Series,False
1142505,2018-06-19,Netherlands,Scotland,VRA Ground,Scotland,Netherlands Tri-Nation T20I Series,False
1142506,2018-06-20,Scotland,Netherlands,VRA Ground,Scotland,Netherlands Tri-Nation T20I Series,False
1142589,2018-08-14,South Africa,Sri Lanka,"R.Premadasa Stadium, Khettarama",Sri Lanka,South Africa tour of Sri Lanka,False
1142913,2018-07-01,Pakistan,Zimbabwe,Harare Sports Club,Pakistan,Zimbabwe Twenty20 Tri-Series,False
1142914,2018-07-02,Pakistan,Australia,Harare Sports Club,Australia,Zimbabwe Twenty20 Tri-Series,False
1142915,2018-07-03,Australia,Zimbabwe,Harare Sports Club,Australia,Zimbabwe Twenty20 Tri-Series,False
1142916,2018-07-04,Zimbabwe,Pakistan,Harare Sports Club,Pakistan,Zimbabwe Twenty20 Tri-Series,False
1142917,2018-07-05,Pakistan,Australia,Harare Sports Club,Pakistan,Zimbabwe Twenty20 Tri-Series,False
1142918,2018-07-06,Zimbabwe,Australia,Harare Sports Club,Australia,Zimbabwe Twenty20 Tri-Series,False
1142919,2018-07-08,Australia,Pakistan,Harare Sports Club,Pakistan,Zimbabwe Twenty20 Tri-Series,False
1144149,2018-10-09,South Africa,Zimbabwe,Buffalo Park,South Africa,Zimbabwe tour of South Africa,False
1144150,2018-10-12,Zimbabwe,South Africa,Senwes Park,South Africa,Zimbabwe tour of South Africa,False
1144161,2019-02-01,South Africa,Pakistan,Newlands,South Africa,Pakistan tour of South Africa,False
1144162,2019-02-03,South Africa,Pakistan,The Wanderers Stadium,South Africa,Pakistan tour of South Africa,False
1144163,2019-02-06,South Africa,Pakistan,SuperSport Park,Pakistan,Pakistan tour of South Africa,False
1144173,2019-03-22,South Africa,Sri Lanka,SuperSport Park,South Africa,Sri Lanka tour of South Africa,False
1144174,2019-03-24,South Africa,Sri Lanka,The Wanderers Stadium,South Africa,Sri Lanka tour of South Africa,False
1144989,2018-11-17,South Africa,Australia,Carrara Oval,South Africa,South Africa tour of Australia,False
1144990,2018-11-21,Australia,India,"Brisbane Cricket Ground, Woolloongabba",Australia,India tour of Australia,False
1144992,2018-11-25,Australia,India,Sydney Cricket Ground,India,India tour of Australia,False
1146723,2018-07-31,Bangladesh,West Indies,"Warner Park, Basseterre",West Indies,Bangladesh tour of West Indies and United States of America,False
1146724,2018-08-04,Bangladesh,West Indies,Central Broward Regional Park Stadium Turf Ground,Bangladesh,Bangladesh tour of West Indies and United States of America,False
1146725,2018-08-05,Bangladesh,West Indies,Central Broward Regional Park Stadium Turf Ground,Bangladesh,Bangladesh tour of West Indies and United States of America,False
1152840,2019-05-05,England,Pakistan,Sophia Gardens,England,Pakistan tour of England,False
1153317,2018-12-17,Bangladesh,West Indies,Sylhet International Cricket Stadium,West Indies,West Indies tour of Bangladesh,False
1153318,2018-12-20,Bangladesh,West Indies,"Shere Bangla National Stadium, Mirpur",Bangladesh,West Indies tour of Bangladesh,False
1153319,2018-12-22,Bangladesh,West Indies,"Shere Bangla National Stadium, Mirpur",West Indies,West Indies tour of Bangladesh,False
1153696,2019-02-06,New Zealand,India,Westpac Stadium,New Zealand,India tour of New Zealand,False
1153697,2019-02-08,New Zealand,India,Eden Park,India,India tour of New Zealand,False
1153698,2019-02-10,New Zealand,India,Seddon Park,New Zealand,India tour of New Zealand,False
1153843,2019-01-11,New Zealand,Sri Lanka,Eden Park,New Zealand,Sri Lanka tour of New Zealand,False
1157372,2018-10-24,Pakistan,Australia,Sheikh Zayed Stadium,Pakistan,Australia tour of United Arab Emirates,False
1157373,2018-10-26,Pakistan,Australia,Dubai International Cricket Stadium,Pakistan,Australia tour of United Arab Emirates,False
1157374,2018-10-28,Pakistan,Australia,Dubai International Cricket Stadium,Pakistan,Australia tour of United Arab Emirates,False
1157375,2018-10-31,Pakistan,New Zealand,Sheikh Zayed Stadium,Pakistan,New Zealand tour of United Arab Emirates,False
1157376,2018-11-02,New Zealand,Pakistan,Dubai International Cricket Stadium,Pakistan,New Zealand tour of United Arab Emirates,False
1157377,2018-11-04,Pakistan,New Zealand,Dubai International Cricket Stadium,Pakistan,New Zealand tour of United Arab Emirates,False
1157759,2018-11-04,West Indies,India,Eden Gardens,India,West Indies tour of India,False
1157760,2018-11-06,India,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,India,West Indies tour of India,False
1157761,2018-11-11,West Indies,India,"MA Chidambaram Stadium, Chepauk",India,West Indies tour of India,False
1158071,2019-03-05,West Indies,England,"Darren Sammy National Cricket Stadium, St Lucia",England,England tour of West Indies,False
1158072,2019-03-08,West Indies,England,"Warner Park, St Kitts",England,England tour of West Indies,False
1158073,2019-03-10,West Indies,England,"Warner Park, St Kitts",England,England tour of West Indies,False
1162727,2018-10-22,United Arab Emirates,Australia,Tolerance Oval,Australia,Australia tour of United Arab Emirates,False
1168247,2019-02-24,India,Australia,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Australia,Australia tour of India,False
1168248,2019-02-27,India,Australia,M.Chinnaswamy Stadium,Australia,Australia tour of India,False
1168521,2019-07-12,Ireland,Zimbabwe,"Bready Cricket Club, Magheramason",Ireland,Zimbabwe tour of Netherlands and Ireland,False
1168522,2019-07-14,Ireland,Zimbabwe,Bready,Zimbabwe,Ireland v Zimbabwe,False
1170457,2019-01-31,United Arab Emirates,Nepal,ICC Academy,United Arab Emirates,Nepal tour of United Arab Emirates,False
1170458,2019-02-01,United Arab Emirates,Nepal,ICC Academy,Nepal,Nepal tour of United Arab Emirates,False
1170459,2019-02-03,United Arab Emirates,Nepal,ICC Academy,Nepal,Nepal tour of United Arab Emirates,False
1172505,2019-02-13,Netherlands,Scotland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Netherlands,Oman Quadrangular T20I Series,False
1172506,2019-02-13,Oman,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Ireland,Oman Quadrangular T20I Series,False
1172507,2019-02-15,Oman,Netherlands,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Netherlands,Oman Quadrangular T20I Series,False
1172508,2019-02-15,Ireland,Scotland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Scotland,Oman Quadrangular T20I Series,False
1172509,2019-02-17,Ireland,Netherlands,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Ireland,Oman Quadrangular T20I Series,False
1172510,2019-02-17,Oman,Scotland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Scotland,Oman Quadrangular T20I Series,False
1176792,2019-03-22,Papua New Guinea,Philippines,Amini Park,Papua New Guinea,ICC World Twenty20 East Asia-Pacific Region Final,False
1176793,2019-03-22,Papua New Guinea,Vanuatu,Amini Park,Papua New Guinea,ICC World Twenty20 East Asia-Pacific Region Final,False
1176794,2019-03-23,Philippines,Vanuatu,Amini Park,Vanuatu,ICC World Twenty20 East Asia-Pacific Region Final,False
1176796,2019-03-24,Philippines,Vanuatu,Amini Park,Philippines,ICC World Twenty20 East Asia-Pacific Region Final,False
1176797,2019-03-24,Papua New Guinea,Vanuatu,Amini Park,Papua New Guinea,ICC World Twenty20 East Asia-Pacific Region Final,False
1177485,2019-03-16,United Arab Emirates,United States of America,ICC Academy,United Arab Emirates,United States of America tour of United Arab Emirates,False
1178996,2019-05-25,Germany,Italy,Sportpark Maarschalkerweerd,Italy,Germany tour of Netherlands,False
1183524,2019-10-27,Australia,Sri Lanka,Adelaide Oval,Australia,Sri Lanka tour of Australia,False
1183525,2019-10-30,Australia,Sri Lanka,"Brisbane Cricket Ground, Woolloongabba",Australia,Sri Lanka tour of Australia,False
1183526,2019-11-01,Australia,Sri Lanka,Melbourne Cricket Ground,Australia,Sri Lanka tour of Australia,False
1183528,2019-11-05,Australia,Pakistan,Manuka Oval,Australia,Pakistan tour of Australia,False
1183529,2019-11-08,Australia,Pakistan,Perth Stadium,Australia,Pakistan tour of Australia,False
1184258,2019-05-20,Ghana,Namibia,Kyambogo Cricket Oval,Namibia,ICC Men's T20 World Cup Africa Region Final,False
1184260,2019-05-20,Uganda,Botswana,Lugogo Cricket Oval,Uganda,ICC Men's T20 World Cup Africa Region Final,False
1184261,2019-05-21,Ghana,Kenya,Kyambogo Cricket Oval,Kenya,ICC Men's T20 World Cup Africa Region Final,False
1184262,2019-05-21,Uganda,Namibia,Kyambogo Cricket Oval,Namibia,ICC Men's T20 World Cup Africa Region Final,False
1184263,2019-05-21,Botswana,Nigeria,Lugogo Cricket Oval,Nigeria,ICC Men's T20 World Cup Africa Region Final,False
1184266,2019-05-23,Uganda,Ghana,Kyambogo Cricket Oval,Uganda,ICC Men's T20 World Cup Africa Region Final,False
1184900,2019-05-22,Ghana,Nigeria,Kyambogo Cricket Oval,Nigeria,ICC Men's T20 World Cup Africa Region Final,False
1184901,2019-05-22,Botswana,Namibia,Kyambogo Cricket Oval,Namibia,ICC Men's T20 World Cup Africa Region Final,False
1184902,2019-05-22,Uganda,Kenya,Lugogo Cricket Oval,Kenya,ICC Men's T20 World Cup Africa Region Final,False
1185181,2019-06-15,Guernsey,Germany,King George V Sports Ground,Germany,ICC Men's T20 World Cup Europe Region Final,False
1185182,2019-06-17,Denmark,Norway,King George V Sports Ground,Denmark,ICC Men's T20 World Cup Europe Region Final,False
1185184,2019-06-16,Denmark,Jersey,King George V Sports Ground,Jersey,ICC Men's T20 World Cup Europe Region Final,False
1185185,2019-06-16,Guernsey,Italy,College Field,Italy,ICC Men's T20 World Cup Europe Region Final,False
1185186,2019-06-16,Jersey,Norway,King George V Sports Ground,Jersey,ICC Men's T20 World Cup Europe Region Final,False
1185188,2019-06-20,Germany,Norway,College Field,Germany,ICC Men's T20 World Cup Europe Region Final,False
1185190,2019-06-20,Germany,Jersey,College Field,Germany,ICC Men's T20 World Cup Europe Region Final,False
1185191,2019-06-19,Guernsey,Norway,King George V Sports Ground,Guernsey,ICC Men's T20 World Cup Europe Region Final,False
1185192,2019-06-19,Italy,Jersey,College Field,Jersey,ICC Men's T20 World Cup Europe Region Final,False
1185193,2019-06-19,Denmark,Germany,King George V Sports Ground,Germany,ICC Men's T20 World Cup Europe Region Final,False
1185313,2020-02-12,South Africa,England,Buffalo Park,South Africa,England tour of South Africa,False
1185314,2020-02-14,South Africa,England,Kingsmead,England,England tour of South Africa,False
1185315,2020-02-16,South Africa,England,SuperSport Park,England,England tour of South Africa,False
1185316,2020-02-21,South Africa,Australia,The Wanderers Stadium,Australia,Australia tour of South Africa,False
1185317,2020-02-23,South Africa,Australia,St George's Park,South Africa,Australia tour of South Africa,False
1185318,2020-02-26,South Africa,Australia,Newlands,Australia,Australia tour of South Africa,False
1186488,2019-06-24,Malaysia,Thailand,Kinrara Academy Oval,Malaysia,Malaysia Tri-Nation T20I Series,False
1186490,2019-06-26,Maldives,Thailand,Kinrara Academy Oval,Maldives,Malaysia Tri-Nation T20I Series,False
1186491,2019-06-27,Malaysia,Thailand,Kinrara Academy Oval,Malaysia,Malaysia Tri-Nation T20I Series,False
1186493,2019-06-29,Maldives,Thailand,Kinrara Academy Oval,Thailand,Malaysia Tri-Nation T20I Series,False
1187005,2019-09-18,India,South Africa,"Punjab Cricket Association IS Bindra Stadium, Mohali",India,South Africa tour of India,False
1187006,2019-09-22,India,South Africa,M.Chinnaswamy Stadium,South Africa,South Africa tour of India,False
1187013,2019-11-03,India,Bangladesh,Arun Jaitley Stadium,Bangladesh,Bangladesh tour of India,False
1187014,2019-11-07,India,Bangladesh,Saurashtra Cricket Association Stadium,India,Bangladesh tour of India,False
1187015,2019-11-10,India,Bangladesh,"Vidarbha Cricket Association Stadium, Jamtha",India,Bangladesh tour of India,False
1187018,2019-12-06,India,West Indies,"Rajiv Gandhi International Stadium, Uppal",India,West Indies tour of India,False
1187019,2019-12-08,India,West Indies,Greenfield International Stadium,West Indies,West Indies tour of India,False
1187020,2019-12-11,India,West Indies,Wankhede Stadium,India,West Indies tour of India,False
1187665,2019-11-01,New Zealand,England,Hagley Oval,England,England tour of New Zealand,False
1187666,2019-11-03,New Zealand,England,Westpac Stadium,New Zealand,England tour of New Zealand,False
1187667,2019-11-05,New Zealand,England,Saxton Oval,New Zealand,England tour of New Zealand,False
1187668,2019-11-08,New Zealand,England,McLean Park,England,England tour of New Zealand,False
1187677,2020-01-24,New Zealand,India,Eden Park,India,India tour of New Zealand,False
1187678,2020-01-26,New Zealand,India,Eden Park,India,India tour of New Zealand,False
1187681,2020-02-02,New Zealand,India,Bay Oval,India,India tour of New Zealand,False
1188379,2019-06-23,Netherlands,Zimbabwe,Hazelaarweg,Netherlands,Zimbabwe tour of Netherlands and Ireland,False
1188621,2019-08-03,India,West Indies,Central Broward Regional Park Stadium Turf Ground,India,India tour of United States of America and West Indies,False
1188622,2019-08-04,India,West Indies,Central Broward Regional Park Stadium Turf Ground,India,India tour of United States of America and West Indies,False
1188623,2019-08-06,West Indies,India,"Providence Stadium, Guyana",India,India tour of United States of America and West Indies,False
1189743,2019-06-20,Guernsey,Denmark,King George V Sports Ground,Guernsey,ICC Men's T20 World Cup Europe Region Final,False
1189744,2019-06-20,Denmark,Italy,King George V Sports Ground,Denmark,ICC Men's T20 World Cup Europe Region Final,False
1190767,2019-07-22,Singapore,Qatar,Indian Association Ground,Singapore,ICC Men's T20 World Cup Asia Region Final,False
1190768,2019-07-22,Kuwait,Malaysia,Indian Association Ground,Malaysia,ICC Men's T20 World Cup Asia Region Final,False
1190769,2019-07-23,Nepal,Qatar,Indian Association Ground,Qatar,ICC Men's T20 World Cup Asia Region Final,False
1190771,2019-07-24,Malaysia,Nepal,Indian Association Ground,Nepal,ICC Men's T20 World Cup Asia Region Final,False
1190772,2019-07-26,Kuwait,Qatar,Indian Association Ground,Kuwait,ICC Men's T20 World Cup Asia Region Final,False
1190773,2019-07-26,Singapore,Malaysia,Indian Association Ground,Singapore,ICC Men's T20 World Cup Asia Region Final,False
1190774,2019-07-27,Kuwait,Nepal,Indian Association Ground,Nepal,ICC Men's T20 World Cup Asia Region Final,False
1190775,2019-07-27,Malaysia,Qatar,Indian Association Ground,Qatar,ICC Men's T20 World Cup Asia Region Final,False
1190776,2019-07-28,Singapore,Nepal,Indian Association Ground,Singapore,ICC Men's T20 World Cup Asia Region Final,False
1191006,2019-08-05,Netherlands,United Arab Emirates,VRA Ground,United Arab Emirates,United Arab Emirates tour of Netherlands,False
1191008,2019-08-08,Netherlands,United Arab Emirates,Sportpark Westvliet,United Arab Emirates,United Arab Emirates tour of Netherlands,False
1192223,2019-07-13,Malaysia,Nepal,Kinrara Academy Oval,Nepal,Nepal tour of Malaysia,False
1192224,2019-07-14,Malaysia,Nepal,Kinrara Academy Oval,Nepal,Nepal tour of Malaysia,False
1192875,2019-09-01,Sri Lanka,New Zealand,Pallekele International Cricket Stadium,New Zealand,New Zealand tour of Sri Lanka,False
1192876,2019-09-03,Sri Lanka,New Zealand,Pallekele International Cricket Stadium,New Zealand,New Zealand tour of Sri Lanka,False
1192877,2019-09-06,Sri Lanka,New Zealand,Pallekele International Cricket Stadium,Sri Lanka,New Zealand tour of Sri Lanka,False
1197140,2019-09-13,Bangladesh,Zimbabwe,"Shere Bangla National Stadium, Mirpur",Bangladesh,Bangladesh Twenty20 Tri-Series,False
1197143,2019-09-18,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,Bangladesh Twenty20 Tri-Series,False
1197396,2019-08-18,Bermuda,United States of America,"White Hill Field, Sandys Parish",Bermuda,ICC Men's T20 World Cup Americas Region Final,False
1197397,2019-08-18,Canada,Cayman Islands,"White Hill Field, Sandys Parish",Canada,ICC Men's T20 World Cup Americas Region Final,False
1197399,2019-08-19,Cayman Islands,United States of America,National Stadium,United States of America,ICC Men's T20 World Cup Americas Region Final,False
1197400,2019-08-21,Bermuda,Cayman Islands,"White Hill Field, Sandys Parish",Bermuda,ICC Men's T20 World Cup Americas Region Final,False
1197401,2019-08-21,Canada,United States of America,"White Hill Field, Sandys Parish",Canada,ICC Men's T20 World Cup Americas Region Final,False
1197402,2019-08-22,Canada,Cayman Islands,"White Hill Field, Sandys Parish",Canada,ICC Men's T20 World Cup Americas Region Final,False
1197403,2019-08-22,United States of America,Bermuda,Bermuda National Stadium,Bermuda,ICC Men's T20 World Cup Americas Region Final,False
1197404,2019-08-24,Cayman Islands,United States of America,"White Hill Field, Sandys Parish",United States of America,ICC Men's T20 World Cup Americas Region Final,False
1197406,2019-08-25,Canada,United States of America,"White Hill Field, Sandys Parish",Canada,ICC Men's T20 World Cup Americas Region Final,False
1197407,2019-08-25,Bermuda,Cayman Islands,"White Hill Field, Sandys Parish",Bermuda,ICC Men's T20 World Cup Americas Region Final,False
1197507,2019-08-19,Namibia,Botswana,United Cricket Club Ground,Namibia,Botswana tour of Namibia,False
1197508,2019-08-20,Namibia,Botswana,United Cricket Club Ground,Namibia,Botswana tour of Namibia,False
1197509,2019-08-22,Namibia,Botswana,United Cricket Club Ground,Namibia,Botswana tour of Namibia,False
1197510,2019-08-23,Namibia,Botswana,United Cricket Club Ground,Namibia,Botswana tour of Namibia,False
1197521,2019-10-05,Ireland,Netherlands,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Ireland,Oman Pentangular T20I Series,False
